SGL,Transect #,TransectMeterPlot,Genus,Species,Species common,Daubenmeyer,TransectLattitude ,TransectLongitude ,Heading,BurnDate,YearSinceBurn,CollectedDate,DateCollected,Time Category,Burn Unit,Days Since Burn,Season,Notes,Cleaning notes
300,11,20m,Gaultheria,procumbens,teaberry,2,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,15m,Pteridium,aquilinum,western bracken fern,2,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,15m,Gaylussacia,baccata,black huckleberry,3,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,15m,Vaccinium,angustifolium,lowbush blueberry,2,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,15m,Kalmia,angustifolia,sheep laurel,1,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,15m,Aronia,melanocarpa,black chokeberry,1,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,15m,Gaultheria,procumbens,teaberry,2,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,15m,Huperzia,lucidula,shining clubmoss,1,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,10m,Pteridium,aquilinum,western bracken fern,2,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,10m,Gaylussacia,baccata,black huckleberry,4,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,10m,Vaccinium,angustifolium,lowbush blueberry,1,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,10m,Gaultheria,procumbens,teaberry,2,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,10m,Kalmia,angustifolia,sheep laurel,1,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,10m,Huperzia,lucidula,shining clubmoss,1,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,10m,Medeola,virginiana,Indian cucumber ,1,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,5m,Viburnum,dentatum,arrowood viburnum,2,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,5m,Gaylussacia,baccata,black huckleberry,3,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,5m,Kalmia,angustifolia,sheep laurel,2,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,5m,Medeola,virginiana,Indian cucumber ,2,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,5m,Gaultheria,procumbens,teaberry,2,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,11,5m,Pteridium,aquilinum,western bracken fern,1,"41°29'5"" N","75°28'36"" W",236,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,20m,Kalmia,latifolia,mountain laurel ,2,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,20m,Medeola,virginiana,Indian cucumber ,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,20m,Gaylussacia,baccata,black huckleberry,2,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,20m,Vaccinium,angustifolium,lowbush blueberry,2,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,20m,Gaultheria,procumbens,teaberry,2,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,20m,Kalmia,angustifolia,sheep laurel,2,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,20m,Pteridium,aquilinum,western bracken fern,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,15m,Vaccinium,angustifolium,lowbush blueberry,3,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,15m,Medeola,virginiana,Indian cucumber ,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,15m,Kalmia,latifolia,mountain laurel ,2,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,15m,Poa,sp.,poa morpho 1,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,15m,Quercus,rubra,red oak,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,10m,Kalmia,latifolia,mountain laurel ,3,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,10m,Vaccinium,angustifolium,lowbush blueberry,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,10m,Gaultheria,procumbens,teaberry,2,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,10m,Medeola,virginiana,Indian cucumber ,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,10m,Maianthemum,canadense,Canada mayflower,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,10m,Quercus,rubra,red oak,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,10m,Poa,sp.,poa morpho 1,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,10m,Aronia,melanocarpa,black chokeberry,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,10m,Gaylussacia,baccata,black huckleberry,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,5m,Gaylussacia,baccata,black huckleberry,3,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,5m,Vaccinium,angustifolium,lowbush blueberry,2,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,5m,Solidago,rugosa,wrinkleleaf goldenrod,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,5m,Lysimachia,borealis,northern starflower,1,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
300,12,5m,Kalmia,latifolia,mountain laurel ,2,"41°29'2"" N","75°28'36"" W",296,Never,Never,6-6-25,6-6-25,Never,300-3,,Spring,,
210,1,5m,Medeola,virginiana,Indian cucumber ,3,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,5m,Dennstaedtia,punctilobula,hay-scented fern,3,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,5m,Vaccinium,angustifolium,lowbush blueberry,2,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,10m,Vaccinium,corymbosum,highbush blueberry,2,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,10m,Vaccinium,angustifolium,lowbush blueberry,2,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,10m,Dennstaedtia,punctilobula,hay-scented fern,3,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,15m,Dennstaedtia,punctilobula,hay-scented fern,4,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,15m,Rubus,hispidus,dewberry,1,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,15m,Carex,sp.,Carex morpho 1,1,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,Changed from Carex (look for photo) to carex morpho 1
210,1,15m,Betula,lenta,black birch,1,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,20m,Rubus,flagellaris,northern dewberry,2,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,20m,Dennstaedtia,punctilobula,hay-scented fern,4,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,20m,Viola,sororia,common violet,2,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,20m,Betula,lenta,black birch,1,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,1,20m,Carex,sp.,Carex morpho 1,1,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,Changed from Carex (look for photo) to carex morpho 1
210,1,20m,Poa,sp.,poa morpho 1,1,"40°31'3"" N","76°41'22"" W",96,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,5m,Vaccinium,corymbosum,highbush blueberry,2,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,5m,Amauropelta,noveboracensis,New York fern,3,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,5m,Rubus,hispidus,dewberry,3,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,5m,Osmundastrum,cinnamomeum,cinnamon fern,3,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,10m,Vaccinium,angustifolium,lowbush blueberry,2,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,10m,Osmundastrum,cinnamomeum,cinnamon fern,3,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,10m,Vaccinium,corymbosum,highbush blueberry,2,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,10m,Maianthemum,canadense,Canada mayflower,1,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,10m,Acer,rubrum,red maple,1,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,15m,Maianthemum,canadense,Canada mayflower,2,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,15m,Amauropelta,noveboracensis,New York fern,3,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,15m,Quercus,rubra,red oak,1,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,15m,Rubus,hispidus,dewberry,1,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,15m,Medeola,virginiana,Indian cucumber ,1,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,20m,Osmundastrum,cinnamomeum,cinnamon fern,3,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,20m,,,sphagnum moss,4,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,20m,Viola,sororia,woodland violet,1,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,20m,Maianthemum,canadense,Canada mayflower,2,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,2,20m,Rubus,hispidus,dewberry,1,"40°30'60"" N","76°41'23"" W",256,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,3,5m,Vaccinium,angustifolium,lowbush blueberry,1,"40°31'6"" N","76°41'8"" W",6,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,3,5m,Acer,rubrum,red maple,1,"40°31'6"" N","76°41'8"" W",6,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,3,10m,Vaccinium,angustifolium,lowbush blueberry,2,"40°31'6"" N","76°41'8"" W",6,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,3,10m,Acer,rubrum,red maple,2,"40°31'6"" N","76°41'8"" W",6,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,3,10m,Sassafras,albidum,sassafras,1,"40°31'6"" N","76°41'8"" W",6,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,3,15m,Vaccinium,angustifolium,lowbush blueberry,2,"40°31'6"" N","76°41'8"" W",6,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,3,15m,Gaultheria,procumbens,teaberry,2,"40°31'6"" N","76°41'8"" W",6,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,3,15m,Acer,rubrum,red maple,1,"40°31'6"" N","76°41'8"" W",6,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,3,20m,Vaccinium,angustifolium,lowbush blueberry,3,"40°31'6"" N","76°41'8"" W",6,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,3,20m,Acer,rubrum,red maple,1,"40°31'6"" N","76°41'8"" W",6,Never,Never,6-7-25,6-7-25,Never,210-1,,Spring,,
210,4,20m,Dennstaedtia,punctilobula,hay-scented fern,5,"40°30'55"" N","76°40'9"" W",177,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,4,15m,Dennstaedtia,punctilobula,hay-scented fern,5,"40°30'55"" N","76°40'9"" W",177,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,4,10m,Dennstaedtia,punctilobula,hay-scented fern,5,"40°30'55"" N","76°40'9"" W",177,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,4,10m,Rubus,allegheniensis,Allegheny blackberry,1,"40°30'55"" N","76°40'9"" W",177,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,4,5m,Dennstaedtia,punctilobula,hay-scented fern,5,"40°30'55"" N","76°40'9"" W",177,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,5,20m,Dennstaedtia,punctilobula,hay-scented fern,4,"40°30'55"" N","76°40'9"" W",130,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,5,15m,Dennstaedtia,punctilobula,hay-scented fern,5,"40°30'55"" N","76°40'9"" W",130,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,5,15m,Rubus,hispidus,dewberry,1,"40°30'55"" N","76°40'9"" W",130,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,5,10m,Dennstaedtia,punctilobula,hay-scented fern,3,"40°30'55"" N","76°40'9"" W",130,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,5,10m,Berberis,thunbergii,Japanese barberry,1,"40°30'55"" N","76°40'9"" W",130,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,5,10m,Rubus,allegheniensis,Allegheny blackberry,2,"40°30'55"" N","76°40'9"" W",130,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,5,5m,Dennstaedtia,punctilobula,hay-scented fern,4,"40°30'55"" N","76°40'9"" W",130,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,5,5m,Rubus,hispidus,dewberry,1,"40°30'55"" N","76°40'9"" W",130,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,6,20m,Gaultheria,procumbens,teaberry,1,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,6,20m,Lysimachia,borealis,northern starflower,2,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,6,20m,,,black huckleberry,2,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,changed from in photo to black huckleberry
210,6,20m,Acer,rubrum,red maple,1,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,6,15m,Gaultheria,procumbens,teaberry,2,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,6,15m,Smilax,rotundifolia,common greenbriar,1,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,6,15m,,,black huckleberry,3,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,changed from in photo to black huckleberry
210,6,10m,,,black huckleberry,3,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,changed from in photo to black huckleberry
210,6,10m,Sassafras,albidum,sassafras,1,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,6,10m,Smilax,rotundifolia,common greenbriar,1,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,6,10m,,,witch-hazel,1,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,changed from in photo 2  to witchazel
210,6,10m,Gaultheria,procumbens,teaberry,2,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
210,6,5m,,,black huckleberry,3,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,changed from in photo to black huckleberry
210,6,5m,Smilax,rotundifolia,common greenbriar,2,"40°30'59"" N","76°40'3"" W",65,3-12-2025,3-12-2025,6-7-25,6-7-25,0-1,210-2,87,Spring,,
38,1,20m,Vaccinium,pallidum,hillside blueberry,5,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,20m,Pteridium,aquilinum,western bracken fern,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,20m,Medeola,virginiana,Indian cucumber ,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,20m,Kalmia,angustifolia,sheep laurel,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,20m,Gaultheria,procumbens,teaberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,20m,Rubus,hispidus,dewberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,15m,Vaccinium,pallidum,hillside blueberry,5,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,15m,Medeola,virginiana,Indian cucumber ,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,15m,Gaultheria,procumbens,teaberry,2,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,15m,Kalmia,angustifolia,sheep laurel,2,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,15m,Acer,rubrum,red maple,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,10m,Rubus,hispidus,dewberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,10m,Kalmia,angustifolia,sheep laurel,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,10m,Vaccinium,corymbosum,highbush blueberry,5,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,10m,Gaultheria,procumbens,teaberry,2,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,10m,Carex,pensylvanica,PA sedge,2,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,10m,Pteridium,aquilinum,western bracken fern,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,5m,Vaccinium,pallidum,hillside blueberry,4,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,5m,Kalmia,angustifolia,sheep laurel,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,5m,Carex,pensylvanica,PA sedge,2,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,5m,,,common hairmoss,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,5m,Rubus,hispidus,dewberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,5m,Gaultheria,procumbens,teaberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,5m,Rubus,flagellaris,northern dewberry,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,5m,Lysimachia,quadrifolia,whorled yellow loosestrife,1,"41°3'13"" N","75°24'1"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
38,1,20m,,,black huckleberry,4,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,20m,,,sheep laurel,2,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,20m,,,teaberry,3,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,15m,,,northern dewberry,1,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,15m,,,black huckleberry,5,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,15m,,,teaberry,2,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,15m,,,carex morpho 1,1,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,15m,,,sassafras,1,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,15m,,,white oak,1,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,10m,,,black huckleberry,5,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,10m,,,western bracken fern,2,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,10m,,,teaberry,4,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,10m,,,northern dewberry,1,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,10m,,,sassafras,1,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,5m,,,sheep laurel,3,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,5m,,,teaberry,3,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,5m,,,black huckleberry,4,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,5m,,,hillside blueberry,2,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,1,5m,,,carex morpho 1,1,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,"changed from lowbush bb to hillside, more likely if that is what was there in the spring"
38,1,5m,,,northern dewberry,2,"41°3'13"" N","75°24'1"" W",248,4-25-22,4-25-22,9-20-2025,6-13-25,1-5,38-1,1244,Fall,,
38,2,20m,Gaultheria,procumbens,teaberry,5,"41°3'16"" N","75°24'4"" W",,4-25-22,4-25-22,6-13-25,6-13-25,1-5,38-1,1145,Spring,,
